 Time,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Holiday Treats Locations - Mickey's Very Merry Christmas Party,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Play Disney Parks,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A.",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents
12/1/2018 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 5:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 5:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2018 5:50,0,0,0,0,0,5,0,0,0,5,15,30,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,5,5,5,10,5,0,10,5,5,0,5,0,0,0,0,0
12/1/2018 6:00,0,0,0,0,0,5,0,0,0,5,15,30,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,5,20,5,10,5,0,10,5,5,0,5,0,0,0,0,0
12/1/2018 6:10,0,0,0,0,0,5,0,0,0,5,15,60,0,0,0,0,0,0,0,0,0,0,10,10,5,5,0,10,15,0,5,0,5,50,5,20,5,0,15,5,0,0,10,0,0,0,0,0
12/1/2018 6:20,0,0,0,0,0,5,0,0,0,5,10,70,0,0,0,0,0,0,0,0,0,15,25,10,5,5,0,10,30,0,5,0,5,50,5,35,5,0,15,10,15,0,15,0,0,0,0,0
12/1/2018 6:30,0,0,0,0,0,5,0,0,0,5,25,80,0,0,0,0,0,0,0,0,0,20,15,10,5,5,0,10,35,0,5,0,10,45,5,20,10,0,20,10,20,0,15,0,0,0,0,0
12/1/2018 6:40,0,0,0,0,0,5,0,0,0,5,15,100,0,0,0,0,0,0,0,0,0,20,20,25,5,5,0,10,55,0,5,0,10,55,5,50,10,0,15,10,30,0,15,0,0,0,0,0
12/1/2018 6:50,0,0,0,0,0,5,0,0,0,5,15,100,0,0,0,0,0,0,0,0,0,20,30,25,5,5,0,10,35,0,5,0,10,55,5,50,10,0,15,10,35,0,15,0,0,0,0,0
12/1/2018 7:00,0,5,0,0,0,10,0,0,0,5,20,100,0,0,0,0,0,0,0,0,0,30,50,35,5,10,0,10,35,0,5,0,5,65,15,50,10,0,15,10,30,0,20,0,0,0,0,0
12/1/2018 7:10,0,5,0,0,0,15,0,0,0,5,25,80,0,0,0,0,0,0,0,0,0,30,40,35,5,10,0,10,40,0,5,0,10,60,20,55,15,0,15,10,30,0,20,0,0,0,0,0
12/1/2018 7:20,0,5,0,0,0,20,0,0,0,10,35,80,0,0,0,0,0,0,0,0,0,30,40,30,5,15,0,10,50,0,5,0,10,80,35,55,15,0,15,20,35,0,25,0,0,0,0,0
12/1/2018 7:30,0,15,0,0,0,20,0,0,0,10,40,90,0,0,0,0,0,0,0,0,0,25,30,30,10,15,0,10,60,0,10,0,10,90,20,45,30,0,25,20,30,0,30,0,0,0,0,0
12/1/2018 7:40,0,15,0,0,0,25,0,0,0,10,50,70,0,0,0,0,0,0,0,0,0,35,55,55,10,20,0,15,90,0,10,0,10,70,30,55,45,0,35,15,35,0,30,0,0,0,0,0
12/1/2018 7:50,0,15,0,0,0,30,0,0,0,10,55,90,0,0,0,0,0,0,0,0,0,35,55,50,15,25,0,20,45,0,10,0,10,90,50,55,55,0,35,20,0,0,30,0,0,0,0,0
12/1/2018 8:00,0,20,0,0,0,30,0,0,0,10,55,90,0,0,0,0,0,0,0,0,0,35,50,65,15,25,0,20,40,0,10,0,10,80,40,55,60,0,35,35,0,0,30,0,0,0,0,0
12/1/2018 8:10,0,15,0,0,0,35,0,0,0,15,55,90,0,0,0,0,0,0,0,0,0,35,55,45,15,40,0,30,45,0,10,0,10,70,40,60,65,0,45,25,25,0,35,0,0,0,0,0
12/1/2018 8:20,0,15,0,0,0,30,0,0,0,20,50,100,0,0,0,0,0,0,0,0,0,40,55,45,15,45,0,35,60,0,15,0,10,85,35,60,60,0,30,30,20,0,35,0,0,0,0,0
12/1/2018 8:30,0,20,0,0,0,30,0,0,0,25,40,80,0,0,0,0,0,0,0,0,0,35,50,40,15,45,0,40,80,0,15,0,10,80,35,70,50,0,40,35,35,0,35,0,0,0,0,0
12/1/2018 8:40,0,20,0,0,0,25,0,0,0,50,30,120,0,0,0,0,0,0,0,0,0,45,50,35,15,50,0,40,85,0,20,0,10,105,35,75,50,0,40,35,45,0,35,0,0,0,0,0
12/1/2018 8:50,0,15,0,0,0,30,0,0,0,50,15,110,0,0,0,0,0,0,0,0,0,45,50,40,15,45,0,35,85,0,20,0,10,115,60,85,45,0,45,35,55,0,35,0,0,0,0,0
12/1/2018 9:00,0,25,0,0,0,35,0,0,0,30,30,95,0,0,0,0,0,0,0,0,0,40,45,40,15,40,0,25,90,0,20,0,10,105,35,0,35,0,55,35,0,0,35,0,0,0,0,0
12/1/2018 9:10,0,20,0,0,0,35,0,0,0,30,45,95,0,0,0,0,0,0,0,0,0,35,55,55,15,40,0,25,85,0,20,0,10,95,35,0,50,0,55,35,0,0,40,0,0,0,0,0
12/1/2018 9:20,0,15,0,0,0,45,0,0,0,25,35,105,0,0,0,0,0,0,0,0,0,35,55,55,15,40,0,25,90,0,25,0,10,95,45,0,50,0,50,35,0,0,40,0,0,0,0,0
12/1/2018 9:30,0,20,0,0,0,45,0,0,0,20,50,120,0,0,0,0,0,0,0,0,0,30,50,55,20,35,0,30,75,0,30,0,10,95,55,0,55,0,45,35,25,0,45,0,0,0,0,0
12/1/2018 9:40,0,20,0,0,0,45,0,0,0,50,50,120,0,0,0,0,0,0,0,0,0,35,55,60,20,45,0,35,65,0,25,0,10,85,40,0,55,0,55,40,40,0,45,0,0,0,0,0
12/1/2018 9:50,0,20,0,0,0,45,0,0,0,25,50,110,0,0,0,0,0,0,0,0,0,35,60,55,20,45,0,40,65,0,20,0,10,85,40,0,55,0,55,40,40,0,45,0,0,0,0,0
12/1/2018 10:00,0,20,0,0,0,45,0,0,0,25,50,110,0,0,0,0,0,0,0,0,0,25,55,45,20,45,0,45,65,0,25,0,15,95,40,0,60,0,45,40,50,0,45,0,0,0,0,0
12/1/2018 10:10,0,20,0,0,0,40,0,0,0,30,50,105,0,0,0,0,0,0,0,0,0,40,60,50,20,50,0,50,70,0,20,0,15,90,45,15,70,0,45,40,45,0,50,0,0,0,0,0
12/1/2018 10:20,0,20,0,0,0,30,0,0,0,35,50,110,0,0,0,0,0,0,0,0,0,35,75,60,15,50,0,45,55,0,25,0,15,90,45,40,75,0,70,30,45,0,55,0,0,0,0,0
12/1/2018 10:30,0,20,0,0,0,30,0,0,0,60,50,120,0,0,0,0,0,0,0,0,0,35,80,40,15,55,0,50,60,0,20,0,15,95,45,90,75,0,65,35,45,0,60,0,0,0,0,0
12/1/2018 10:40,0,20,0,0,0,40,0,0,0,60,35,120,0,0,0,0,0,0,0,0,0,30,55,50,15,55,0,55,50,0,20,0,15,70,45,85,65,0,60,35,40,0,55,0,0,0,0,0
12/1/2018 10:50,0,20,0,0,0,40,0,0,0,60,35,125,0,0,0,0,0,0,0,0,0,25,55,55,15,45,0,50,55,0,20,0,20,75,40,105,75,0,60,20,45,0,55,0,0,0,0,0
12/1/2018 11:00,0,20,0,0,0,40,0,0,0,55,20,120,0,0,0,0,0,0,0,0,0,25,60,40,15,50,0,50,45,0,20,0,15,65,45,105,65,0,60,30,40,0,80,0,0,0,0,0
12/1/2018 11:10,0,15,0,0,0,40,0,0,0,55,20,130,0,0,0,0,0,0,0,0,0,30,60,35,15,45,0,45,45,0,15,0,10,65,45,95,65,0,60,20,40,0,80,0,0,0,0,0
12/1/2018 11:20,0,15,0,0,0,45,0,0,0,45,25,105,0,0,0,0,0,0,0,0,0,30,60,30,15,40,0,30,50,0,20,0,10,85,35,70,60,0,45,25,50,0,35,0,0,0,0,0
12/1/2018 11:30,0,20,0,0,0,45,0,0,0,30,30,105,0,0,0,0,0,0,0,0,0,30,55,50,15,25,0,40,65,0,15,0,15,70,40,70,55,0,45,20,50,0,25,0,0,0,0,0
12/1/2018 11:40,0,20,0,0,0,25,0,0,0,30,30,125,0,0,0,0,0,0,0,0,0,30,50,45,15,25,0,45,70,0,15,0,15,85,35,80,60,0,55,20,35,0,25,0,0,0,0,0
12/1/2018 11:50,0,20,0,0,0,35,0,0,0,20,40,125,0,0,0,0,0,0,0,0,0,35,50,45,15,25,0,20,75,0,20,0,15,105,65,95,70,0,70,30,50,0,30,0,0,0,0,0
12/1/2018 12:00,0,20,0,0,0,30,0,0,0,55,45,135,0,0,0,0,0,0,0,0,0,30,80,50,15,40,0,25,75,0,25,0,10,120,45,85,65,0,70,40,40,0,35,0,0,0,0,0
12/1/2018 12:10,0,20,0,0,0,60,0,0,0,55,45,105,0,0,0,0,0,0,0,0,0,30,80,45,15,40,0,35,70,0,25,0,15,120,45,95,0,0,70,40,50,0,40,0,0,0,0,0
12/1/2018 12:20,0,20,0,0,0,60,0,0,0,35,60,130,0,0,0,0,0,0,0,0,0,30,80,60,15,45,0,40,70,0,25,0,25,120,45,85,80,0,70,40,50,0,45,0,0,0,0,0
12/1/2018 12:30,0,25,0,0,0,75,0,0,0,35,65,130,0,0,0,0,0,0,0,0,0,30,80,50,15,50,0,40,55,0,25,0,20,105,55,85,80,0,45,50,45,0,45,0,0,0,0,0
12/1/2018 12:40,0,30,0,0,0,75,0,0,0,50,75,130,0,0,0,0,0,0,0,0,0,35,55,50,15,55,0,40,55,0,25,0,20,105,55,85,65,0,55,50,45,0,40,0,0,0,0,0
12/1/2018 12:50,0,30,0,0,0,75,0,0,0,55,70,115,0,0,0,0,0,0,0,0,0,30,55,50,15,55,0,40,55,0,25,0,20,105,55,75,65,0,65,55,40,0,45,0,0,0,0,0
12/1/2018 13:00,0,30,0,0,0,40,0,0,0,60,50,120,0,0,0,0,0,0,0,0,0,35,65,60,15,60,0,40,55,0,25,0,25,105,50,75,50,0,65,45,40,0,40,0,0,0,0,0
12/1/2018 13:10,0,30,0,0,0,40,0,0,0,60,40,120,0,0,0,0,0,0,0,0,0,35,60,60,25,60,0,40,65,0,35,0,25,75,25,60,50,0,65,45,40,0,40,0,0,0,0,0
12/1/2018 13:20,0,30,0,0,0,40,0,0,0,60,35,105,0,0,0,0,0,0,0,0,0,35,60,70,25,60,0,45,55,0,25,0,30,70,35,75,60,0,65,15,40,0,35,0,0,0,0,0
12/1/2018 13:30,0,30,0,0,0,40,0,0,0,60,40,110,0,0,0,0,0,0,0,0,0,30,50,60,25,55,0,50,65,0,25,0,20,65,45,90,55,0,65,70,45,0,40,0,0,0,0,0
12/1/2018 13:40,0,30,0,0,0,40,0,0,0,60,50,105,0,0,0,0,0,0,0,0,0,40,50,40,20,60,0,45,65,0,35,0,20,75,45,95,55,0,55,70,45,0,35,0,0,0,0,0
12/1/2018 13:50,0,20,0,0,0,40,0,0,0,50,60,125,0,0,0,0,0,0,0,0,0,20,45,40,20,60,0,55,70,0,25,0,15,70,40,80,45,0,55,25,45,0,35,0,0,0,0,0
12/1/2018 14:00,0,0,0,0,0,40,0,0,0,40,55,95,0,0,0,0,0,0,0,0,0,30,50,45,20,50,0,55,70,0,25,0,15,70,55,90,55,0,40,30,45,0,35,0,0,0,0,0
12/1/2018 14:10,0,15,0,0,0,40,0,0,0,20,65,105,0,0,0,0,0,0,0,0,0,30,80,0,20,50,0,60,70,0,30,0,15,60,55,85,55,0,45,25,50,0,35,0,0,0,0,0
12/1/2018 14:20,0,15,0,0,0,40,0,0,0,15,70,105,0,0,0,0,0,0,0,0,0,30,60,55,20,50,0,70,75,0,30,0,20,60,45,85,55,0,55,30,50,0,40,0,0,0,0,0
12/1/2018 14:30,0,15,0,0,0,40,0,0,0,25,50,95,0,0,0,0,0,0,0,0,0,30,60,50,20,20,0,50,70,0,30,0,20,60,45,80,65,0,50,25,45,0,40,0,0,0,0,0
12/1/2018 14:40,0,20,0,0,0,40,0,0,0,30,50,85,0,0,0,0,0,0,0,0,0,30,60,50,20,25,0,60,75,0,25,0,15,55,35,65,65,0,45,25,35,0,40,0,0,0,0,0
12/1/2018 14:50,0,25,0,0,0,40,0,0,0,25,25,95,0,0,0,0,0,0,0,0,0,35,55,55,20,30,0,55,70,0,35,0,15,75,45,60,65,0,50,30,45,0,35,0,0,0,0,0
12/1/2018 15:00,0,25,0,0,0,40,0,0,0,45,25,95,0,0,0,0,0,0,0,0,0,25,55,45,20,55,0,40,70,0,25,0,15,90,45,75,65,0,50,35,45,0,40,0,0,0,0,0
12/1/2018 15:10,0,25,0,0,0,40,0,0,0,45,20,105,0,0,0,0,0,0,0,0,0,40,60,45,15,55,0,25,75,0,15,0,10,90,50,75,75,0,50,35,40,0,40,0,0,0,0,0
12/1/2018 15:20,0,25,0,0,0,40,0,0,0,45,20,95,0,0,0,0,0,0,0,0,0,30,60,40,15,45,0,20,45,0,15,0,10,90,50,80,75,0,50,35,35,0,40,0,0,0,0,0
12/1/2018 15:30,0,25,0,0,0,40,0,0,0,45,25,95,0,0,0,0,0,0,0,0,0,35,70,40,5,60,0,20,45,0,20,0,15,90,50,80,60,0,50,35,35,0,45,0,0,0,0,0
12/1/2018 15:40,0,20,0,0,0,40,0,0,0,45,30,105,0,0,0,0,0,0,0,0,0,30,70,45,5,65,0,30,45,0,20,0,10,90,35,85,60,0,40,35,30,0,35,0,0,0,0,0
12/1/2018 15:50,0,20,0,0,0,40,0,0,0,40,35,105,0,0,0,0,0,0,0,0,0,25,65,55,5,60,0,30,45,0,20,0,10,90,35,95,65,0,40,35,45,0,40,0,0,0,0,0
12/1/2018 16:00,0,20,0,0,0,15,0,0,0,60,40,115,0,0,0,0,0,0,0,0,0,30,65,55,5,20,0,35,60,0,20,0,10,70,35,95,65,0,45,35,55,0,30,0,0,0,0,0
12/1/2018 16:10,0,20,0,0,0,15,0,0,0,65,45,120,0,0,0,0,0,0,0,0,0,30,65,60,5,20,0,35,60,0,25,0,10,70,40,105,60,0,45,35,55,0,30,0,0,0,0,0
12/1/2018 16:20,0,20,0,0,0,45,0,0,0,55,45,120,0,0,0,0,0,0,0,0,0,35,65,55,5,30,0,35,65,0,25,0,10,70,40,95,55,0,40,35,35,0,40,0,0,0,0,0
12/1/2018 16:30,0,20,0,0,0,45,0,0,0,50,55,115,0,0,0,0,0,0,0,0,0,40,65,55,5,30,0,40,65,0,20,0,10,70,40,0,55,0,40,35,35,0,35,0,0,0,0,0
12/1/2018 16:40,0,20,0,0,0,45,0,0,0,50,30,125,0,0,0,0,0,0,0,0,0,35,50,55,5,30,0,40,65,0,20,0,10,70,40,0,50,0,40,40,45,0,35,0,0,0,0,0
12/1/2018 16:50,0,20,0,0,0,45,0,0,0,55,20,125,0,0,0,0,0,0,0,0,0,30,50,55,5,35,0,40,65,0,15,0,10,75,40,0,40,0,40,40,50,0,40,0,0,0,0,0
12/1/2018 17:00,0,20,0,0,0,25,0,0,0,45,60,125,0,0,0,0,0,0,0,0,0,35,50,45,5,35,0,30,50,0,20,0,15,0,25,0,25,0,60,25,35,0,55,0,0,0,0,0
12/1/2018 17:10,0,20,0,0,0,25,0,0,0,40,25,125,0,0,0,0,0,0,0,0,0,35,50,45,15,35,0,25,50,0,20,0,15,70,25,0,25,0,60,25,50,0,55,0,0,0,0,0
12/1/2018 17:20,0,20,0,0,0,25,0,0,0,20,35,115,0,0,0,0,0,0,0,0,0,40,45,35,15,35,0,20,40,0,30,0,15,60,20,0,40,0,45,35,50,0,55,0,0,0,0,0
12/1/2018 17:30,0,25,0,0,0,25,0,0,0,5,30,115,0,0,0,0,0,0,0,0,0,30,50,35,15,35,0,20,35,0,20,0,10,60,20,0,40,0,35,5,30,0,50,0,0,0,0,0
12/1/2018 17:40,0,25,0,0,0,25,0,0,0,5,30,115,0,0,0,0,0,0,0,0,0,30,50,35,15,45,0,20,25,0,20,0,10,50,15,0,30,0,30,5,25,0,50,0,0,0,0,0
12/1/2018 17:50,0,25,0,0,0,25,0,0,0,10,25,70,0,0,0,0,0,0,0,0,0,25,50,30,15,50,0,25,10,0,5,0,10,30,5,15,30,0,20,10,10,0,40,0,0,0,0,0
12/1/2018 18:00,0,25,0,0,0,25,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,20,40,20,15,40,0,20,5,0,10,0,15,30,5,35,25,0,15,15,10,0,35,0,0,0,0,0
12/1/2018 18:10,0,25,0,0,0,25,0,0,0,5,20,60,0,0,0,0,0,0,0,0,0,15,25,10,0,15,0,10,20,0,5,0,15,70,5,45,10,0,13,10,5,0,15,0,0,0,0,0
12/1/2018 18:20,0,20,0,0,0,25,0,0,0,5,20,60,0,0,0,0,0,0,0,0,0,15,15,45,0,5,0,10,20,0,5,0,15,65,5,60,10,0,13,10,5,0,15,0,0,0,0,0
12/1/2018 18:30,0,20,0,0,0,25,0,0,0,5,20,75,0,0,0,0,0,0,0,0,0,15,40,45,15,10,0,10,25,0,5,0,10,65,10,90,20,0,30,10,30,0,15,0,0,0,0,0
12/1/2018 18:40,0,20,0,0,0,25,0,0,0,5,20,75,0,0,0,0,0,0,0,0,0,20,40,45,15,10,0,15,40,0,5,0,5,65,25,75,25,0,40,10,30,0,25,0,0,0,0,0
12/1/2018 18:50,0,10,0,0,0,25,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,20,35,30,15,15,0,20,50,0,10,0,10,60,20,80,30,0,30,15,30,0,30,0,0,0,0,0
12/1/2018 19:00,0,10,0,0,0,25,0,0,0,10,20,75,0,0,0,0,0,0,0,0,0,25,35,25,15,15,0,20,50,0,10,0,10,50,20,90,35,0,25,15,30,0,35,0,0,0,0,0
12/1/2018 19:10,0,0,0,0,0,25,0,0,0,10,0,45,0,0,0,0,0,0,0,0,0,25,30,30,15,20,0,15,35,0,5,0,10,45,15,80,25,0,20,20,20,0,40,0,0,0,0,0
