 Time,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents,,Unnamed: 48
2/6/2018 17:10,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,20,10,10,0,15,0,10,5,0,10,0,10,20,5,35,0,0,10,5,10,0,10,0,0,0,0,0,,
2/6/2018 17:20,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,20,15,10,0,10,0,10,5,0,10,0,10,30,5,20,0,0,10,5,5,0,10,0,0,0,0,0,,
2/6/2018 17:30,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,20,10,15,0,10,0,10,5,0,10,0,10,20,5,15,0,0,10,5,5,0,10,0,0,0,0,0,,
2/6/2018 17:40,0,0,0,0,0,5,0,0,0,10,0,80,0,0,0,0,0,0,0,20,5,15,0,15,0,10,5,0,10,0,15,20,5,15,0,0,5,5,5,0,10,0,0,0,0,0,,
2/6/2018 17:50,0,0,0,0,0,5,0,0,0,5,0,20,0,0,0,0,0,0,0,20,5,15,10,10,0,10,5,0,5,0,10,25,5,15,0,0,5,5,5,0,10,0,0,0,0,0,,
2/6/2018 18:00,0,0,0,0,0,5,0,0,0,5,0,20,0,0,0,0,0,0,0,20,5,10,10,10,0,10,5,0,5,0,15,25,5,15,0,0,5,5,5,0,10,0,0,0,0,0,,
2/6/2018 18:10,0,0,0,0,0,5,0,0,0,5,0,45,0,0,0,0,0,0,0,20,5,5,10,10,0,10,5,0,5,0,15,25,5,10,5,0,10,5,5,0,10,0,0,0,0,0,,
2/6/2018 18:20,0,0,0,0,0,5,0,0,0,5,0,45,0,0,0,0,0,0,0,20,5,5,10,10,0,10,5,0,5,0,10,25,5,10,5,0,10,5,5,0,10,0,0,0,0,0,,
2/6/2018 18:30,0,0,0,0,0,5,0,0,0,5,0,45,0,0,0,0,0,0,0,20,5,5,10,10,0,10,5,0,5,0,10,25,5,10,5,0,10,5,5,0,10,0,0,0,0,0,,
2/6/2018 18:40,0,0,0,0,0,5,0,0,0,5,0,45,0,0,0,0,0,0,0,20,5,5,10,10,0,10,5,0,5,0,15,25,5,10,5,0,10,5,5,0,10,0,0,0,0,0,,
2/6/2018 18:50,0,0,0,0,0,5,0,0,0,5,0,45,0,0,0,0,0,0,0,20,10,5,10,10,0,10,5,0,5,0,10,30,5,10,5,0,10,5,10,0,10,0,0,0,0,0,,
2/6/2018 19:00,0,0,0,0,0,5,0,0,0,5,0,45,0,0,0,0,0,0,0,20,10,5,10,10,0,10,5,0,5,0,10,30,5,10,5,0,10,5,10,0,20,0,0,0,0,0,,
2/6/2018 19:10,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,20,10,5,10,10,0,10,5,0,5,0,10,30,5,10,5,0,15,5,15,0,20,0,0,0,0,0,,
2/6/2018 19:20,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,20,10,5,10,15,0,10,5,0,5,0,10,30,5,10,5,0,10,5,15,0,20,0,0,0,0,0,,
2/6/2018 19:30,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,20,5,5,10,10,0,10,5,0,5,0,10,25,5,10,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 19:40,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,20,10,5,10,10,0,10,10,0,5,0,10,20,5,10,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 19:50,0,0,0,0,0,5,0,0,0,5,0,30,0,0,0,0,0,0,0,20,10,5,10,10,0,10,10,0,5,0,10,25,5,10,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 20:00,0,0,0,0,0,5,0,0,0,5,0,40,0,0,0,0,0,0,0,20,15,5,10,10,0,10,10,0,5,0,15,25,5,10,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 20:10,0,0,0,0,0,5,0,0,0,5,0,40,0,0,0,0,0,0,0,20,10,5,10,10,0,10,15,0,5,0,10,20,5,10,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 20:20,0,0,0,0,0,5,0,0,0,5,0,40,0,0,0,0,0,0,0,20,5,5,0,10,0,10,10,0,5,0,15,15,0,10,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 20:30,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,20,5,5,0,10,0,10,5,0,5,0,15,5,0,5,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 20:40,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,20,5,5,0,10,0,10,5,0,5,0,10,5,0,5,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 20:50,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,20,5,5,0,10,0,10,5,0,5,0,10,10,0,5,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 21:00,0,0,0,0,0,5,0,0,0,5,0,20,0,0,0,0,0,0,0,20,5,5,10,10,0,10,5,0,5,0,10,10,5,5,5,0,10,5,5,0,20,0,0,0,0,0,,
2/6/2018 21:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 21:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 21:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 21:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 22:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 22:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 22:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 22:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 23:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 23:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 23:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/6/2018 23:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 1:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 5:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 5:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 5:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2/7/2018 6:10,0,0,0,0,0,5,0,0,0,5,10,75,0,0,0,0,0,0,0,10,10,10,0,10,0,5,15,0,5,0,5,50,10,15,0,0,15,5,10,0,10,0,0,0,0,0,,
2/7/2018 6:20,0,0,0,0,0,5,0,0,0,10,20,75,0,0,0,0,0,0,0,10,10,5,0,10,0,10,35,0,5,0,5,55,10,25,0,0,15,5,20,0,10,0,0,0,0,0,,
2/7/2018 6:30,0,0,0,0,0,5,0,0,0,10,20,75,0,0,0,0,0,0,0,10,10,10,5,10,0,10,45,0,5,0,10,50,15,15,5,0,10,5,30,0,20,0,0,0,0,0,,
2/7/2018 6:40,0,0,0,0,0,5,0,0,0,10,10,75,0,0,0,0,0,0,0,15,10,15,5,10,0,10,50,0,5,0,10,55,10,15,10,0,10,10,30,0,20,0,0,0,0,0,,
2/7/2018 6:50,0,0,0,0,0,5,0,0,0,10,10,75,0,0,0,0,0,0,0,15,5,20,5,10,0,10,45,0,5,0,10,65,5,25,20,0,10,10,20,0,20,0,0,0,0,0,,
2/7/2018 7:00,0,0,0,0,0,5,0,0,0,10,20,75,0,0,0,0,0,0,0,25,10,20,5,10,0,10,35,0,5,0,10,70,10,25,20,0,10,15,25,0,20,0,0,0,0,0,,
2/7/2018 7:10,0,10,0,0,0,15,0,0,0,10,30,75,0,0,0,0,0,0,0,30,10,30,5,10,0,15,35,0,5,0,10,55,15,45,35,0,10,15,25,0,30,0,0,0,0,0,,
2/7/2018 7:20,0,10,0,0,0,15,0,0,0,10,20,75,0,0,0,0,0,0,0,30,20,30,5,20,0,10,30,0,5,0,5,50,15,45,40,0,15,15,30,0,30,0,0,0,0,0,,
2/7/2018 7:30,0,10,0,0,0,15,0,0,0,10,20,75,0,0,0,0,0,0,0,30,35,40,5,25,0,10,35,0,5,0,10,40,15,45,35,0,25,15,35,0,30,0,0,0,0,0,,
2/7/2018 7:40,0,10,0,0,0,20,0,0,0,10,30,75,0,0,0,0,0,0,0,35,40,35,5,15,0,10,35,0,10,0,10,45,20,80,50,0,30,30,35,0,20,0,0,0,0,0,,
2/7/2018 7:50,0,20,0,0,0,20,0,0,0,10,30,75,0,0,0,0,0,0,0,30,40,30,5,15,0,15,60,0,10,0,10,50,20,85,0,0,25,20,35,0,20,0,0,0,0,0,,
2/7/2018 8:00,0,10,0,0,0,20,0,0,0,10,45,90,0,0,0,0,0,0,0,30,45,45,5,20,0,15,70,0,10,0,10,55,35,80,0,0,25,35,35,0,20,0,0,0,0,0,,
2/7/2018 8:10,0,20,0,0,0,25,0,0,0,15,50,90,0,0,0,0,0,0,0,30,55,45,5,25,0,15,75,0,10,0,15,55,45,85,0,0,40,25,40,0,20,0,0,0,0,0,,
2/7/2018 8:20,0,20,0,0,0,30,0,0,0,20,50,80,0,0,0,0,0,0,0,30,50,50,5,30,0,15,75,0,15,0,10,65,45,95,0,0,40,30,35,0,20,0,0,0,0,0,,
2/7/2018 8:30,0,20,0,0,0,30,0,0,0,25,60,80,0,0,0,0,0,0,0,30,50,45,5,35,0,20,65,0,15,0,0,70,40,105,0,0,35,30,35,0,20,0,0,0,0,0,,
2/7/2018 8:40,0,20,0,0,0,30,0,0,0,25,60,80,0,0,0,0,0,0,0,30,45,55,5,25,0,20,65,0,15,0,0,70,35,105,0,0,50,35,40,0,20,0,0,0,0,0,,
2/7/2018 8:50,0,20,0,0,0,30,0,0,0,25,60,70,0,0,0,0,0,0,0,30,55,50,5,25,0,25,65,0,10,0,30,60,45,90,70,0,45,30,40,0,20,0,0,0,0,0,,
2/7/2018 9:00,0,20,0,0,0,25,0,0,0,25,60,105,0,0,0,0,0,0,0,30,45,50,15,30,0,30,60,0,15,0,15,75,40,80,35,0,40,30,35,0,20,0,0,0,0,0,,
2/7/2018 9:10,0,20,0,0,0,25,0,0,0,25,10,105,0,0,0,0,0,0,0,30,40,50,15,35,0,35,60,0,15,0,10,75,45,65,60,0,40,20,45,0,20,0,0,0,0,0,,
2/7/2018 9:30,0,10,0,0,0,30,0,0,0,20,20,130,0,0,0,0,0,0,0,40,45,40,15,30,0,45,55,0,15,0,15,60,50,55,70,0,45,20,35,0,40,0,0,0,0,0,,
2/7/2018 9:40,0,10,0,0,0,30,0,0,0,20,80,130,0,0,0,0,0,0,0,35,35,35,15,30,0,40,45,0,10,0,10,55,45,45,70,0,35,25,35,0,40,0,0,0,0,0,,
2/7/2018 9:50,0,20,0,0,0,30,0,0,0,15,30,120,0,0,0,0,0,0,0,35,45,35,15,20,0,35,40,0,10,0,10,70,40,35,75,0,45,25,35,0,30,0,0,0,0,0,,
2/7/2018 10:00,0,20,0,0,0,30,0,0,0,10,40,120,0,0,0,0,0,0,0,35,45,35,15,20,0,20,60,0,15,0,10,70,35,40,70,0,45,25,30,0,30,0,0,0,0,0,,
2/7/2018 10:10,0,20,0,0,0,30,0,0,0,10,40,120,0,0,0,0,0,0,0,35,45,45,15,25,0,20,65,0,15,0,10,70,35,35,75,0,50,20,30,0,20,0,0,0,0,0,,
2/7/2018 10:20,0,10,0,0,0,30,0,0,0,15,40,120,0,0,0,0,0,0,0,30,40,30,15,25,0,20,40,0,10,0,10,75,45,50,80,0,50,20,30,0,20,0,0,0,0,0,,
2/7/2018 10:30,0,10,0,0,0,30,0,0,0,15,40,130,0,0,0,0,0,0,0,30,35,35,15,25,0,20,40,0,10,0,15,75,50,70,75,0,45,20,35,0,20,0,0,0,0,0,,
2/7/2018 10:40,0,10,0,0,0,25,0,0,0,15,40,130,0,0,0,0,0,0,0,30,40,40,15,25,0,20,50,0,10,0,15,75,45,70,70,0,35,25,25,0,20,0,0,0,0,0,,
2/7/2018 10:50,0,10,0,0,0,30,0,0,0,20,30,140,0,0,0,0,0,0,0,30,35,30,15,20,0,20,40,0,10,0,10,65,30,60,70,0,35,20,25,0,20,0,0,0,0,0,,
2/7/2018 11:00,0,10,0,0,0,25,0,0,0,20,20,140,0,0,0,0,0,0,0,30,35,35,15,20,0,20,40,0,10,0,10,70,35,50,65,0,40,20,40,0,20,0,0,0,0,0,,
2/7/2018 11:10,0,20,0,0,0,20,0,0,0,20,20,140,0,0,0,0,0,0,0,25,35,35,15,20,0,25,35,0,15,0,10,65,40,50,60,0,45,25,30,0,30,0,0,0,0,0,,
2/7/2018 11:20,0,20,0,0,0,20,0,0,0,25,20,140,0,0,0,0,0,0,0,20,35,35,15,15,0,25,50,0,10,0,10,50,35,60,60,0,40,25,35,0,30,0,0,0,0,0,,
2/7/2018 11:30,0,20,0,0,0,25,0,0,0,25,30,140,0,0,0,0,0,0,0,20,35,35,15,10,0,25,45,0,10,0,10,55,35,65,60,0,40,25,35,0,30,0,0,0,0,0,,
2/7/2018 11:40,0,20,0,0,0,20,0,0,0,20,30,100,0,0,0,0,0,0,0,20,30,40,15,15,0,25,50,0,10,0,10,60,25,65,60,0,40,20,35,0,30,0,0,0,0,0,,
2/7/2018 11:50,0,20,0,0,0,25,0,0,0,30,20,90,0,0,0,0,0,0,0,25,30,45,15,15,0,25,50,0,10,0,10,55,30,70,55,0,45,20,35,0,20,0,0,0,0,0,,
2/7/2018 12:00,0,20,0,0,0,20,0,0,0,30,20,50,0,0,0,0,0,0,0,25,25,35,15,15,0,25,40,0,10,0,10,55,30,90,45,0,45,20,25,0,20,0,0,0,0,0,,
2/7/2018 12:10,0,20,0,0,0,15,0,0,0,20,20,50,0,0,0,0,0,0,0,25,25,25,15,10,0,20,45,0,10,0,10,60,30,105,50,0,30,5,20,0,20,0,0,0,0,0,,
2/7/2018 12:20,0,20,0,0,0,20,0,0,0,10,20,60,0,0,0,0,0,0,0,25,20,30,15,15,0,15,25,0,10,0,10,50,15,85,45,0,20,5,30,0,20,0,0,0,0,0,,
2/7/2018 12:30,0,20,0,0,0,20,0,0,0,10,20,60,0,0,0,0,0,0,0,25,30,25,15,15,0,15,40,0,10,0,10,45,20,75,50,0,50,5,20,0,20,0,0,0,0,0,,
2/7/2018 12:40,0,20,0,0,0,15,0,0,0,10,20,90,0,0,0,0,0,0,0,20,35,30,15,15,0,15,45,0,10,0,10,65,30,70,45,0,45,15,20,0,20,0,0,0,0,0,,
2/7/2018 12:50,0,20,0,0,0,20,0,0,0,10,40,90,0,0,0,0,0,0,0,20,45,35,15,15,0,15,35,0,10,0,10,75,35,60,45,0,50,20,35,0,20,0,0,0,0,0,,
2/7/2018 13:00,0,20,0,0,0,25,0,0,0,10,40,90,0,0,0,0,0,0,0,15,30,30,15,15,0,20,50,0,15,0,15,80,55,65,50,0,50,20,35,0,20,0,0,0,0,0,,
2/7/2018 13:10,0,30,0,0,0,25,0,0,0,10,40,90,0,0,0,0,0,0,0,20,35,40,15,15,0,25,45,0,15,0,15,90,40,35,50,0,60,25,25,0,20,0,0,0,0,0,,
2/7/2018 13:20,0,10,0,0,0,25,0,0,0,10,30,120,0,0,0,0,0,0,0,25,35,40,10,15,0,30,50,0,15,0,10,90,50,35,50,0,50,25,25,0,20,0,0,0,0,0,,
2/7/2018 13:30,0,10,0,0,0,25,0,0,0,15,30,120,0,0,0,0,0,0,0,25,45,25,10,20,0,30,45,0,15,0,10,80,40,55,55,0,60,20,30,0,40,0,0,0,0,0,,
2/7/2018 13:40,0,10,0,0,0,30,0,0,0,15,60,105,0,0,0,0,0,0,0,30,35,30,10,20,0,35,40,0,15,0,10,70,15,60,55,0,50,20,35,0,40,0,0,0,0,0,,
2/7/2018 13:50,0,10,0,0,0,30,0,0,0,15,20,105,0,0,0,0,0,0,0,45,50,30,10,20,0,35,55,0,15,0,10,80,25,60,55,0,30,20,35,0,20,0,0,0,0,0,,
2/7/2018 14:00,0,10,0,0,0,30,0,0,0,15,35,90,0,0,0,0,0,0,0,45,50,30,10,15,0,35,60,0,15,0,15,75,30,60,60,0,35,25,35,0,20,0,0,0,0,0,,
2/7/2018 14:10,0,10,0,0,0,25,0,0,0,15,35,80,0,0,0,0,0,0,0,35,35,25,10,15,0,30,50,0,10,0,10,65,35,65,60,0,40,20,35,0,20,0,0,0,0,0,,
